Location,TestME,ID,Url,CacheUrl,IP,ASNumber,PingAVG,TimeToGetFirstByte,RedirectUrl,StatusCode
australia,m,2020-10-24 08:47:20.906580,https://www.youtube.com/watch?v=7CZq5SkIiu0,https://r2---sn-ntq7yney.googlevideo.com,74.125.109.167,15169,,0.05060100555419922,,200
australia,m,2020-10-24 08:47:41.820914,https://www.youtube.com/watch?v=_luhn7TLfWU,https://r2---sn-ntqe6nez.googlevideo.com,74.125.152.39,15169,,0.04482913017272949,,200
australia,m,2020-10-24 08:47:58.270685,https://www.youtube.com/watch?v=c8rNJhJVBjw,https://r3---sn-ntqe6n76.googlevideo.com,173.194.28.8,15169,,,https://r3---sn-npoe7ne6.googlevideo.com,302
australia,m,2020-10-24 08:48:00.702387,https://www.youtube.com/watch?v=c8rNJhJVBjw,https://r3---sn-npoe7ne6.googlevideo.com,74.125.101.232,15169,,0.4454491138458252,,200
australia,m,2020-10-24 08:48:22.032149,https://www.youtube.com/watch?v=OaPt-19C2No,https://r2---sn-ntqe6n7k.googlevideo.com,173.194.28.103,15169,,0.015231132507324219,,200
australia,m,2020-10-24 08:48:37.328131,https://www.youtube.com/watch?v=wtD4kt21ui4,https://r5---sn-ntqe6nee.googlevideo.com,74.125.109.106,15169,,,https://r5---sn-npoeenez.googlevideo.com,302
australia,m,2020-10-24 08:48:37.525644,https://www.youtube.com/watch?v=wtD4kt21ui4,https://r5---sn-npoeenez.googlevideo.com,173.194.22.42,15169,,0.4332878589630127,,200
australia,m,2020-10-24 08:48:55.407054,https://www.youtube.com/watch?v=hoXj-j0VSTA,https://r4---sn-ntqe6n76.googlevideo.com,173.194.28.9,15169,,0.0863800048828125,,200
australia,m,2020-10-24 08:49:11.147450,https://www.youtube.com/watch?v=nRxFGIoV_Aw,https://r1---sn-ntq7yner.googlevideo.com,173.194.28.70,15169,,,https://r1---sn-npoe7ne7.googlevideo.com,302
australia,m,2020-10-24 08:49:11.347493,https://www.youtube.com/watch?v=nRxFGIoV_Aw,https://r1---sn-npoe7ne7.googlevideo.com,173.194.59.6,0,,0.44335198402404785,,200
australia,m,2020-10-24 08:49:43.856120,https://www.youtube.com/watch?v=Q1kJvRhMfrg,https://r5---sn-ntq7ynle.googlevideo.com,74.125.109.234,15169,,,https://r5---sn-npoe7nes.googlevideo.com,302
australia,m,2020-10-24 08:49:44.055390,https://www.youtube.com/watch?v=Q1kJvRhMfrg,https://r5---sn-npoe7nes.googlevideo.com,74.125.171.74,15169,,0.44223999977111816,,200
australia,m,2020-10-24 08:50:05.510235,https://www.youtube.com/watch?v=UoIXfcM5568,https://i.ytimg.com,142.250.66.182,15169,,,,
australia,m,2020-10-24 08:50:12.267871,https://www.youtube.com/watch?v=UoIXfcM5568,https://i.ytimg.com,172.217.167.118,15169,,0.653454065322876,,200
australia,m,2020-10-24 08:50:32.129371,https://www.youtube.com/watch?v=O6N-qYPE6qc,https://i.ytimg.com,142.250.66.182,15169,,,,
australia,m,2020-10-24 08:50:32.130529,https://www.youtube.com/watch?v=O6N-qYPE6qc,https://i.ytimg.com,172.217.167.118,15169,,0.1921079158782959,,200
australia,m,2020-10-24 08:50:53.239584,https://www.youtube.com/watch?v=XSpURiqvPMs,https://r4---sn-ntqe6nel.googlevideo.com,74.125.109.137,15169,,,https://r4---sn-npoe7nek.googlevideo.com,302
australia,m,2020-10-24 08:50:53.528006,https://www.youtube.com/watch?v=XSpURiqvPMs,https://r4---sn-npoe7nek.googlevideo.com,74.125.12.201,15169,,0.45854806900024414,,200
australia,m,2020-10-24 08:51:12.051673,https://www.youtube.com/watch?v=YTZ-GZPTND8,https://r1---sn-ntqe6nee.googlevideo.com,74.125.109.102,15169,,0.014739990234375,,200
australia,m,2020-10-24 08:51:27.444999,https://www.youtube.com/watch?v=6Dh-RL__uN4,https://r1---sn-ntqe6n76.googlevideo.com,173.194.28.6,15169,,0.11049294471740723,,200
